         9x3.9SFR                 (9x39SFR.dat)                                                                                                                                     
         v2022-0915                                                                                                                                                                 
         Simulation Date: 12/12/2023                                                                                                                                                
                                                                                                                                                                                    
         AIRFOIL AERO DATA GENERATED USING:  POLAR DIAGRAMS                                                                                                                         
                                                                                                                                                                                    
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                              
                                                                                                                                                                                    
         DEFINITIONS:                                                                                                                                                               
         J=V/nD (advance ratio)                                                                                                                                                     
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                                    
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                                     
         Pe=Ct*J/Cp (efficiency)                                                                                                                                                    
         V  (model speed in MPH)                                                                                                                                                    
         Mach (at prop tip)                                                                                                                                                         
         Reyn (at 75% of span)                                                                                                                                                      
         FOM (Figure of Merit)                                                                                                                                                      
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =       1000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       18.37      0.1027      0.2836      0.0510      0.0185       0.813       2.439       4.706     606.087       0.276      20.930       3.521        0.75     202461.    0.4980  
       21.00      0.1173      0.3176      0.0496      0.0183       0.807       2.421       4.576     601.528       0.274      20.352       3.450        0.75     202561.    0.4812  
       23.62      0.1320      0.3498      0.0481      0.0182       0.799       2.398       4.437     595.740       0.271      19.734       3.378        0.75     202666.    0.4639  
       26.25      0.1467      0.3802      0.0465      0.0179       0.789       2.369       4.288     588.611       0.268      19.075       3.305        0.75     202777.    0.4461  
       28.87      0.1613      0.4088      0.0448      0.0177       0.778       2.335       4.131     580.030       0.264      18.373       3.230        0.75     202893.    0.4280  
       31.50      0.1760      0.4356      0.0430      0.0174       0.764       2.294       3.963     569.887       0.259      17.628       3.154        0.75     203014.    0.4094  
       34.12      0.1906      0.4603      0.0411      0.0170       0.748       2.246       3.786     558.087       0.254      16.841       3.077        0.75     203141.    0.3904  
       36.75      0.2053      0.4830      0.0390      0.0166       0.730       2.192       3.600     544.555       0.248      16.011       2.998        0.75     203273.    0.3709  
       39.37      0.2200      0.5035      0.0369      0.0161       0.710       2.130       3.404     529.247       0.241      15.140       2.917        0.75     203410.    0.3509  
       42.00      0.2346      0.5216      0.0347      0.0156       0.687       2.061       3.199     512.117       0.233      14.229       2.833        0.75     203553.    0.3304  
       44.62      0.2493      0.5372      0.0324      0.0150       0.661       1.985       2.986     493.180       0.224      13.282       2.746        0.75     203702.    0.3094  
       47.25      0.2640      0.5500      0.0300      0.0144       0.634       1.902       2.766     472.508       0.215      12.304       2.655        0.75     203856.    0.2879  
       49.87      0.2786      0.5595      0.0275      0.0137       0.604       1.812       2.540     450.141       0.205      11.297       2.559        0.75     204015.    0.2659  
       52.50      0.2933      0.5653      0.0250      0.0130       0.571       1.715       2.308     426.091       0.194      10.265       2.457        0.75     204180.    0.2433  
       55.12      0.3080      0.5668      0.0225      0.0122       0.537       1.611       2.070     400.350       0.182       9.209       2.346        0.75     204351.    0.2200  
       57.74      0.3226      0.5628      0.0198      0.0114       0.500       1.501       1.828     372.896       0.170       8.130       2.223        0.75     204527.    0.1960  
       60.37      0.3373      0.5519      0.0171      0.0105       0.461       1.383       1.580     343.699       0.156       7.029       2.086        0.75     204709.    0.1709  
       62.99      0.3520      0.5320      0.0144      0.0095       0.419       1.259       1.328     312.725       0.142       5.908       1.926        0.75     204897.    0.1447  
       65.62      0.3666      0.4994      0.0116      0.0085       0.375       1.127       1.071     279.936       0.127       4.766       1.736        0.75     205091.    0.1172  
       68.24      0.3813      0.4482      0.0088      0.0075       0.329       0.987       0.810     245.293       0.112       3.604       1.498        0.76     205291.    0.0879  
       70.87      0.3960      0.3676      0.0059      0.0064       0.280       0.840       0.545     208.757       0.095       2.422       1.183        0.76     205497.    0.0569  
       73.49      0.4106      0.2358      0.0030      0.0052       0.228       0.685       0.275     170.286       0.077       1.222       0.732        0.76     205709.    0.0250  
       76.12      0.4253      0.0003      0.0000      0.0040       0.174       0.522       0.000     129.772       0.059       0.001       0.001        0.76     205923.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      22000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0590      0.0195       0.985       2.823       5.967     734.658       0.319      26.542       3.684        0.79     211504.    0.5867  
        2.75      0.0147      0.0438      0.0582      0.0195       0.985       2.822       5.885     734.649       0.319      26.179       3.634        0.79     211573.    0.5747  
        5.50      0.0293      0.0864      0.0573      0.0195       0.984       2.820       5.796     733.989       0.319      25.781       3.582        0.79     211648.    0.5622  
        8.25      0.0440      0.1276      0.0563      0.0194       0.982       2.815       5.699     732.582       0.318      25.348       3.528        0.79     211727.    0.5491  
       11.00      0.0587      0.1675      0.0553      0.0194       0.979       2.806       5.593     730.330       0.317      24.877       3.473        0.79     211811.    0.5355  
       13.75      0.0733      0.2060      0.0541      0.0193       0.975       2.794       5.478     727.131       0.316      24.367       3.417        0.79     211900.    0.5214  
       16.50      0.0880      0.2430      0.0529      0.0192       0.969       2.777       5.354     722.878       0.314      23.815       3.359        0.79     211995.    0.5068  
       19.25      0.1027      0.2786      0.0516      0.0190       0.962       2.756       5.221     717.463       0.311      23.222       3.300        0.79     212095.    0.4917  
       22.00      0.1173      0.3125      0.0502      0.0188       0.953       2.731       5.077     710.771       0.309      22.584       3.240        0.79     212200.    0.4760  
       24.75      0.1320      0.3449      0.0487      0.0186       0.942       2.700       4.924     702.685       0.305      21.901       3.178        0.79     212311.    0.4598  
       27.50      0.1467      0.3756      0.0470      0.0184       0.929       2.663       4.760     693.085       0.301      21.172       3.115        0.79     212427.    0.4431  
       30.25      0.1613      0.4045      0.0453      0.0181       0.914       2.620       4.585     681.849       0.296      20.395       3.050        0.79     212549.    0.4258  
       33.00      0.1760      0.4317      0.0435      0.0177       0.897       2.570       4.400     668.860       0.290      19.571       2.984        0.79     212677.    0.4080  
       35.75      0.1907      0.4569      0.0415      0.0173       0.877       2.513       4.204     654.011       0.284      18.698       2.915        0.79     212810.    0.3897  
       38.50      0.2054      0.4802      0.0395      0.0169       0.855       2.448       3.997     637.224       0.277      17.778       2.845        0.79     212949.    0.3708  
       41.25      0.2200      0.5013      0.0373      0.0164       0.829       2.376       3.780     618.445       0.268      16.812       2.772        0.79     213094.    0.3514  
       44.00      0.2347      0.5201      0.0351      0.0158       0.801       2.296       3.552     597.630       0.259      15.801       2.696        0.79     213244.    0.3313  
       46.75      0.2494      0.5363      0.0328      0.0152       0.771       2.208       3.316     574.793       0.249      14.750       2.617        0.79     213400.    0.3107  
       49.50      0.2640      0.5498      0.0304      0.0146       0.738       2.113       3.072     550.019       0.239      13.664       2.533        0.79     213562.    0.2895  
       52.25      0.2787      0.5600      0.0279      0.0139       0.702       2.011       2.821     523.352       0.227      12.546       2.445        0.79     213729.    0.2677  
       55.00      0.2934      0.5665      0.0253      0.0131       0.664       1.901       2.563     494.806       0.215      11.400       2.349        0.79     213902.    0.2452  
       57.75      0.3080      0.5687      0.0227      0.0123       0.623       1.784       2.299     464.364       0.202      10.228       2.246        0.79     214081.    0.2220  
       60.50      0.3227      0.5654      0.0201      0.0114       0.579       1.660       2.030     431.998       0.188       9.030       2.131        0.79     214267.    0.1980  
       63.26      0.3374      0.5552      0.0173      0.0105       0.533       1.528       1.755     397.668       0.173       7.808       2.002        0.79     214458.    0.1729  
       66.01      0.3520      0.5359      0.0146      0.0096       0.485       1.388       1.475     361.327       0.157       6.562       1.852        0.79     214655.    0.1466  
       68.76      0.3667      0.5039      0.0118      0.0086       0.433       1.241       1.190     322.927       0.140       5.294       1.672        0.79     214858.    0.1189  
       71.51      0.3814      0.4531      0.0089      0.0075       0.379       1.085       0.900     282.415       0.123       4.003       1.445        0.79     215068.    0.0894  
       74.26      0.3960      0.3726      0.0060      0.0064       0.321       0.921       0.605     239.741       0.104       2.691       1.145        0.79     215283.    0.0580  
       77.01      0.4107      0.2398      0.0030      0.0052       0.261       0.749       0.305     194.851       0.085       1.358       0.710        0.79     215505.    0.0256  
       79.76      0.4254      0.0002      0.0000      0.0039       0.198       0.567       0.000     147.649       0.064       0.001       0.001        0.79     215730.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      23000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0595      0.0210       1.214       3.326       6.586     904.970       0.376      29.292       3.301        0.82     221106.    0.5522  
        2.88      0.0147      0.0412      0.0587      0.0209       1.210       3.317       6.498     902.630       0.375      28.902       3.265        0.82     221179.    0.5426  
        5.75      0.0293      0.0814      0.0579      0.0209       1.206       3.305       6.401     899.415       0.373      28.472       3.228        0.82     221257.    0.5325  
        8.63      0.0440      0.1206      0.0569      0.0208       1.201       3.290       6.295     895.237       0.372      28.002       3.190        0.82     221340.    0.5218  
       11.50      0.0587      0.1588      0.0559      0.0206       1.194       3.271       6.180     889.999       0.370      27.490       3.150        0.82     221429.    0.5105  
       14.38      0.0734      0.1959      0.0547      0.0205       1.185       3.247       6.055     883.599       0.367      26.933       3.108        0.82     221523.    0.4986  
       17.25      0.0880      0.2319      0.0535      0.0203       1.175       3.219       5.919     875.935       0.364      26.330       3.065        0.82     221622.    0.4862  
       20.13      0.1027      0.2666      0.0522      0.0201       1.163       3.186       5.773     866.900       0.360      25.679       3.021        0.82     221727.    0.4732  
       23.01      0.1174      0.3000      0.0508      0.0199       1.148       3.147       5.616     856.387       0.356      24.979       2.974        0.82     221838.    0.4595  
       25.88      0.1320      0.3320      0.0492      0.0196       1.132       3.103       5.447     844.279       0.351      24.227       2.926        0.82     221954.    0.4452  
       28.76      0.1467      0.3626      0.0476      0.0193       1.114       3.052       5.266     830.455       0.345      23.424       2.876        0.82     222077.    0.4303  
       31.63      0.1614      0.3917      0.0459      0.0189       1.093       2.994       5.074     814.796       0.338      22.568       2.824        0.82     222205.    0.4148  
       34.51      0.1760      0.4191      0.0440      0.0185       1.069       2.930       4.869     797.181       0.331      21.658       2.770        0.82     222339.    0.3986  
       37.38      0.1907      0.4448      0.0421      0.0180       1.043       2.857       4.652     777.506       0.323      20.694       2.714        0.82     222479.    0.3817  
       40.26      0.2054      0.4686      0.0400      0.0175       1.013       2.777       4.424     755.688       0.314      19.677       2.655        0.82     222624.    0.3641  
       43.14      0.2201      0.4905      0.0378      0.0170       0.981       2.689       4.184     731.683       0.304      18.610       2.594        0.82     222776.    0.3459  
       46.01      0.2347      0.5100      0.0356      0.0164       0.946       2.592       3.933     705.445       0.293      17.492       2.528        0.82     222934.    0.3269  
       48.89      0.2494      0.5271      0.0332      0.0157       0.908       2.488       3.671     676.997       0.281      16.329       2.460        0.82     223097.    0.3072  
       51.76      0.2641      0.5415      0.0307      0.0150       0.867       2.376       3.401     646.442       0.268      15.127       2.386        0.82     223267.    0.2869  
       54.64      0.2787      0.5527      0.0282      0.0142       0.823       2.256       3.123     613.838       0.255      13.891       2.308        0.82     223442.    0.2659  
       57.51      0.2934      0.5603      0.0257      0.0134       0.777       2.128       2.838     579.198       0.240      12.623       2.222        0.82     223624.    0.2441  
       60.39      0.3081      0.5635      0.0230      0.0126       0.728       1.994       2.546     542.506       0.225      11.325       2.129        0.83     223812.    0.2214  
       63.27      0.3227      0.5614      0.0203      0.0117       0.676       1.851       2.248     503.724       0.209       9.999       2.024        0.83     224006.    0.1978  
       66.14      0.3374      0.5524      0.0176      0.0107       0.621       1.701       1.944     462.804       0.192       8.646       1.905        0.83     224206.    0.1731  
       69.02      0.3521      0.5342      0.0148      0.0097       0.563       1.542       1.634     419.687       0.174       7.267       1.766        0.83     224412.    0.1471  
       71.89      0.3668      0.5033      0.0119      0.0087       0.502       1.376       1.318     374.309       0.155       5.862       1.597        0.83     224625.    0.1195  
       74.77      0.3814      0.4537      0.0090      0.0076       0.438       1.200       0.997     326.605       0.136       4.433       1.384        0.83     224844.    0.0901  
       77.64      0.3961      0.3741      0.0061      0.0064       0.371       1.016       0.670     276.507       0.115       2.980       1.099        0.83     225070.    0.0586  
       80.52      0.4108      0.2416      0.0031      0.0052       0.300       0.823       0.338     223.946       0.093       1.503       0.685        0.83     225302.    0.0259  
       83.40      0.4254      0.0002      0.0000      0.0039       0.227       0.621       0.000     168.990       0.070       0.001       0.000        0.83     225537.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      24000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0601      0.0235       1.547       4.062       7.244    1153.301       0.459      32.220       2.849        0.86     230706.    0.4999  
        3.00      0.0147      0.0372      0.0594      0.0234       1.538       4.040       7.150    1147.018       0.456      31.803       2.827        0.86     230783.    0.4929  
        6.00      0.0293      0.0738      0.0585      0.0233       1.528       4.013       7.047    1139.475       0.453      31.343       2.805        0.86     230864.    0.4854  
        9.00      0.0440      0.1098      0.0576      0.0231       1.516       3.982       6.933    1130.597       0.450      30.837       2.781        0.86     230952.    0.4774  
       12.00      0.0587      0.1451      0.0565      0.0229       1.502       3.945       6.808    1120.296       0.446      30.283       2.756        0.86     231044.    0.4689  
       15.01      0.0734      0.1796      0.0554      0.0226       1.487       3.904       6.673    1108.486       0.441      29.679       2.730        0.86     231143.    0.4598  
       18.01      0.0880      0.2133      0.0542      0.0224       1.469       3.857       6.525    1095.082       0.436      29.023       2.703        0.86     231247.    0.4501  
       21.01      0.1027      0.2462      0.0529      0.0220       1.448       3.803       6.365    1079.995       0.430      28.313       2.673        0.86     231357.    0.4397  
       24.01      0.1174      0.2781      0.0514      0.0217       1.426       3.744       6.193    1063.136       0.423      27.547       2.642        0.86     231474.    0.4287  
       27.01      0.1320      0.3090      0.0499      0.0213       1.401       3.678       6.008    1044.405       0.416      26.724       2.609        0.86     231596.    0.4170  
       30.01      0.1467      0.3387      0.0482      0.0209       1.373       3.605       5.810    1023.702       0.407      25.843       2.574        0.86     231724.    0.4045  
       33.01      0.1614      0.3672      0.0465      0.0204       1.342       3.525       5.598    1000.921       0.398      24.902       2.537        0.86     231858.    0.3913  
       36.01      0.1761      0.3943      0.0446      0.0199       1.309       3.437       5.373     975.954       0.388      23.901       2.497        0.86     231999.    0.3774  
       39.01      0.1907      0.4199      0.0426      0.0194       1.272       3.341       5.135     948.707       0.377      22.840       2.455        0.86     232146.    0.3627  
       42.02      0.2054      0.4439      0.0405      0.0188       1.233       3.237       4.883     919.112       0.366      21.720       2.410        0.86     232298.    0.3472  
       45.02      0.2201      0.4660      0.0383      0.0181       1.190       3.124       4.618     887.140       0.353      20.543       2.361        0.86     232457.    0.3308  
       48.02      0.2348      0.4861      0.0360      0.0174       1.144       3.003       4.341     852.762       0.339      19.311       2.309        0.86     232623.    0.3137  
       51.02      0.2494      0.5039      0.0337      0.0167       1.094       2.874       4.053     816.015       0.325      18.028       2.253        0.86     232794.    0.2957  
       54.02      0.2641      0.5191      0.0312      0.0159       1.042       2.737       3.755     777.031       0.309      16.702       2.192        0.86     232971.    0.2769  
       57.02      0.2788      0.5313      0.0286      0.0150       0.987       2.592       3.448     735.888       0.293      15.338       2.125        0.86     233155.    0.2573  
       60.02      0.2934      0.5400      0.0260      0.0141       0.929       2.439       3.134     692.612       0.276      13.938       2.052        0.86     233345.    0.2368  
       63.02      0.3081      0.5444      0.0233      0.0132       0.868       2.279       2.811     647.184       0.258      12.505       1.970        0.86     233541.    0.2154  
       66.02      0.3228      0.5435      0.0206      0.0122       0.804       2.112       2.482     599.566       0.239      11.042       1.878        0.86     233744.    0.1929  
       69.02      0.3375      0.5360      0.0178      0.0112       0.737       1.936       2.147     549.703       0.219       9.548       1.771        0.86     233953.    0.1692  
       72.03      0.3521      0.5194      0.0150      0.0102       0.667       1.752       1.804     497.522       0.198       8.025       1.645        0.86     234169.    0.1440  
       75.03      0.3668      0.4902      0.0121      0.0090       0.594       1.560       1.456     442.949       0.176       6.474       1.490        0.86     234391.    0.1172  
       78.03      0.3815      0.4426      0.0091      0.0079       0.518       1.359       1.101     385.903       0.154       4.896       1.294        0.86     234620.    0.0885  
       81.03      0.3961      0.3654      0.0061      0.0067       0.438       1.149       0.740     326.299       0.130       3.291       1.029        0.86     234856.    0.0577  
       84.03      0.4108      0.2362      0.0031      0.0054       0.354       0.930       0.373     264.049       0.105       1.660       0.641        0.86     235098.    0.0255  
       87.03      0.4255      0.0000      0.0000      0.0041       0.268       0.703       0.000     199.633       0.079       0.000       0.000        0.86     235344.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      25000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0608      0.0275       2.041       5.145       7.942    1521.848       0.581      35.324       2.367        0.89     240304.    0.4349  
        3.13      0.0147      0.0323      0.0600      0.0273       2.025       5.104       7.843    1509.710       0.577      34.886       2.356        0.89     240383.    0.4302  
        6.25      0.0293      0.0643      0.0592      0.0270       2.006       5.057       7.733    1495.647       0.571      34.398       2.345        0.89     240469.    0.4252  
        9.38      0.0440      0.0959      0.0583      0.0267       1.984       5.002       7.612    1479.602       0.565      33.859       2.334        0.89     240560.    0.4197  
       12.50      0.0587      0.1272      0.0572      0.0264       1.960       4.941       7.479    1461.513       0.558      33.266       2.321        0.89     240657.    0.4138  
       15.63      0.0734      0.1581      0.0561      0.0260       1.933       4.873       7.333    1441.326       0.551      32.615       2.307        0.89     240760.    0.4074  
       18.76      0.0880      0.1885      0.0549      0.0256       1.903       4.797       7.173    1418.995       0.542      31.905       2.293        0.89     240870.    0.4003  
       21.88      0.1027      0.2184      0.0536      0.0252       1.870       4.715       7.000    1394.473       0.533      31.134       2.277        0.89     240985.    0.3927  
       25.01      0.1174      0.2477      0.0521      0.0247       1.834       4.624       6.812    1367.720       0.522      30.301       2.259        0.89     241107.    0.3844  
       28.13      0.1320      0.2762      0.0506      0.0242       1.795       4.526       6.610    1338.676       0.511      29.403       2.240        0.89     241235.    0.3754  
       31.26      0.1467      0.3040      0.0489      0.0236       1.753       4.420       6.394    1307.286       0.499      28.439       2.218        0.89     241369.    0.3657  
       34.39      0.1614      0.3309      0.0472      0.0230       1.708       4.306       6.162    1273.484       0.486      27.409       2.195        0.89     241510.    0.3552  
       37.51      0.1761      0.3566      0.0453      0.0223       1.659       4.183       5.915    1237.200       0.473      26.311       2.169        0.89     241657.    0.3439  
       40.64      0.1907      0.3812      0.0433      0.0216       1.607       4.052       5.653    1198.375       0.458      25.147       2.140        0.89     241811.    0.3317  
       43.77      0.2054      0.4044      0.0411      0.0209       1.552       3.912       5.377    1156.972       0.442      23.916       2.108        0.89     241971.    0.3187  
       46.89      0.2201      0.4261      0.0389      0.0201       1.493       3.763       5.086    1112.998       0.425      22.623       2.073        0.89     242137.    0.3047  
       50.02      0.2347      0.4459      0.0366      0.0193       1.430       3.606       4.781    1066.458       0.407      21.268       2.034        0.89     242310.    0.2899  
       53.14      0.2494      0.4637      0.0342      0.0184       1.364       3.440       4.464    1017.421       0.389      19.857       1.990        0.90     242489.    0.2741  
       56.27      0.2641      0.4790      0.0317      0.0174       1.296       3.266       4.136     966.062       0.369      18.398       1.942        0.90     242675.    0.2575  
       59.40      0.2788      0.4916      0.0291      0.0165       1.224       3.085       3.798     912.492       0.349      16.895       1.888        0.90     242867.    0.2399  
       62.52      0.2934      0.5009      0.0264      0.0155       1.149       2.897       3.452     856.758       0.327      15.354       1.827        0.90     243065.    0.2214  
       65.65      0.3081      0.5061      0.0237      0.0144       1.071       2.701       3.097     798.854       0.305      13.777       1.759        0.90     243270.    0.2018  
       68.77      0.3228      0.5063      0.0209      0.0133       0.991       2.498       2.735     738.744       0.282      12.165       1.679        0.90     243482.    0.1810  
       71.90      0.3374      0.4999      0.0181      0.0122       0.907       2.287       2.365     676.367       0.258      10.520       1.586        0.90     243700.    0.1590  
       75.03      0.3521      0.4849      0.0152      0.0110       0.820       2.068       1.988     611.648       0.234       8.842       1.474        0.90     243925.    0.1355  
       78.15      0.3668      0.4577      0.0123      0.0098       0.730       1.841       1.604     544.499       0.208       7.134       1.336        0.90     244157.    0.1103  
       81.28      0.3815      0.4128      0.0093      0.0086       0.637       1.605       1.213     474.826       0.181       5.395       1.159        0.90     244396.    0.0832  
       84.40      0.3961      0.3399      0.0062      0.0073       0.540       1.361       0.815     402.529       0.154       3.627       0.919        0.90     244642.    0.0541  
       87.53      0.4108      0.2185      0.0031      0.0059       0.439       1.107       0.411     327.503       0.125       1.829       0.569        0.90     244894.    0.0238  
       90.66      0.4255     -0.0002      0.0000      0.0045       0.337       0.848       0.000     250.963       0.096      -0.001      -0.001        0.90     245150.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      26000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0612      0.0329       2.746       6.657       8.654    2047.616       0.752      38.494       1.917        0.93     249903.    0.3677  
        3.25      0.0147      0.0272      0.0605      0.0326       2.723       6.602       8.556    2030.716       0.746      38.055       1.911        0.93     249985.    0.3644  
        6.50      0.0293      0.0543      0.0597      0.0323       2.696       6.535       8.444    2010.362       0.738      37.558       1.905        0.93     250073.    0.3609  
        9.75      0.0440      0.0812      0.0589      0.0319       2.664       6.458       8.319    1986.567       0.730      37.002       1.899        0.93     250168.    0.3571  
       13.00      0.0587      0.1079      0.0579      0.0315       2.628       6.370       8.179    1959.353       0.720      36.381       1.893        0.93     250269.    0.3530  
       16.25      0.0733      0.1345      0.0568      0.0310       2.586       6.270       8.025    1928.753       0.708      35.695       1.887        0.93     250376.    0.3485  
       19.50      0.0880      0.1608      0.0556      0.0304       2.541       6.160       7.855    1894.826       0.696      34.941       1.880        0.93     250490.    0.3436  
       22.75      0.1027                                                                                                                                                            
       26.00      0.1174                                                                                                                                                            
       29.25      0.1320      0.2378      0.0513      0.0285       2.379       5.766       7.250    1773.739       0.651      32.248       1.854        0.93     250872.    0.3254  
       32.51      0.1467      0.2625      0.0496      0.0277       2.316       5.615       7.015    1727.159       0.634      31.203       1.842        0.93     251012.    0.3181  
       35.76      0.1614      0.2866      0.0478      0.0269       2.250       5.453       6.763    1677.543       0.616      30.082       1.829        0.93     251160.    0.3100  
       39.01      0.1760      0.3100      0.0459      0.0261       2.179       5.282       6.494    1624.912       0.597      28.886       1.813        0.93     251314.    0.3012  
       42.26      0.1907      0.3324      0.0439      0.0252       2.104       5.102       6.208    1569.294       0.576      27.614       1.794        0.93     251474.    0.2915  
       45.51      0.2054      0.3537      0.0418      0.0243       2.026       4.911       5.906    1510.732       0.555      26.269       1.773        0.93     251641.    0.2809  
       48.76      0.2200      0.3738      0.0395      0.0233       1.944       4.712       5.587    1449.312       0.532      24.852       1.749        0.93     251815.    0.2695  
       52.01      0.2347      0.3922      0.0372      0.0222       1.857       4.503       5.253    1385.104       0.509      23.368       1.720        0.93     251996.    0.2571  
       55.26      0.2494      0.4089      0.0347      0.0212       1.768       4.285       4.906    1318.245       0.484      21.820       1.688        0.93     252183.    0.2437  
       58.51      0.2640      0.4234      0.0322      0.0201       1.675       4.060       4.546    1248.987       0.459      20.218       1.651        0.93     252377.    0.2294  
       61.76      0.2787      0.4354      0.0295      0.0189       1.579       3.828       4.175    1177.503       0.432      18.569       1.608        0.93     252577.    0.2142  
       65.01      0.2934      0.4443      0.0268      0.0177       1.480       3.589       3.794    1103.878       0.405      16.877       1.559        0.93     252784.    0.1980  
       68.26      0.3081      0.4495      0.0241      0.0165       1.379       3.342       3.405    1028.138       0.378      15.144       1.502        0.93     252998.    0.1807  
       71.51      0.3227      0.4499      0.0213      0.0153       1.274       3.089       3.006     950.264       0.349      13.372       1.435        0.93     253218.    0.1622  
       74.76      0.3374      0.4441      0.0184      0.0140       1.167       2.829       2.600     870.208       0.320      11.564       1.355        0.93     253446.    0.1425  
       78.01      0.3521      0.4303      0.0155      0.0127       1.057       2.561       2.185     787.893       0.289       9.720       1.258        0.93     253680.    0.1213  
       81.26      0.3667      0.4051      0.0125      0.0113       0.943       2.286       1.763     703.231       0.258       7.842       1.137        0.93     253922.    0.0984  
       84.51      0.3814      0.3636      0.0094      0.0099       0.826       2.003       1.333     616.122       0.226       5.930       0.981        0.94     254170.    0.0739  
       87.76      0.3961      0.2970      0.0063      0.0085       0.706       1.711       0.896     526.455       0.193       3.985       0.772        0.94     254426.    0.0476  
       91.02      0.4107      0.1881      0.0032      0.0070       0.582       1.411       0.451     434.111       0.159       2.007       0.471        0.94     254688.    0.0206  
       94.27      0.4254     -0.0008      0.0000      0.0055       0.458       1.110      -0.001     341.406       0.125      -0.007      -0.002        0.94     254955.    0.0000  
                                                                                                                                                                                    
                                                                                                                                                                                    
                                                                                                                                                                                    
         PROP RPM =      27000                                                                                                                                                      
                                                                                                                                                                                    
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach      Reyn       FOM    
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -         -          -     
        0.00      0.0000      0.0000      0.0602      0.0372       3.483       8.131       9.179    2597.445       0.919      40.829       1.603        0.96     259539.    0.3166  
        3.37      0.0147      0.0235      0.0597      0.0372       3.475       8.112       9.097    2591.245       0.916      40.461       1.592        0.96     259619.    0.3131  
        6.75      0.0293      0.0468      0.0591      0.0370       3.462       8.082       9.002    2581.645       0.913      40.039       1.581        0.96     259706.    0.3093  
       10.12      0.0440      0.0697      0.0583      0.0368       3.444       8.039       8.893    2568.056       0.908      39.556       1.571        0.96     259800.    0.3054  
       13.49      0.0586      0.0923      0.0575      0.0366       3.419       7.982       8.769    2549.829       0.902      39.005       1.560        0.96     259900.    0.3012  
       16.86      0.0733      0.1145      0.0566      0.0362       3.388       7.908       8.629    2526.275       0.893      38.381       1.549        0.96     260008.    0.2967  
       20.24      0.0879      0.1365      0.0556      0.0358       3.348       7.816       8.470    2496.734       0.883      37.675       1.539        0.96     260123.    0.2920  
       23.61      0.1026      0.1582      0.0544      0.0353       3.300       7.703       8.292    2460.584       0.870      36.883       1.529        0.96     260245.    0.2870  
       26.98      0.1173      0.1796      0.0531      0.0347       3.242       7.568       8.093    2417.489       0.855      35.999       1.518        0.96     260375.    0.2816  
